,road_empty %,average_latency,fps
0,1.0,0.0047304630279541,211.3957965828336
1,1.0,0.004754066467285149,210.34623871614875
2,1.0,0.0047417481740315666,210.89268415318904
3,1.0,0.0047449469566345,210.7505118896589
4,1.0,0.0047436714172363,210.80718119861004
5,1.0,0.0047461986541747665,210.69493143115656
6,1.0,0.004743133272443458,210.83109888768593
7,1.0,0.004746288061141924,210.69096252017346
8,1.0,0.0047627554999457,209.9624891538944
9,1.0,0.00475995540618892,210.08600179316693
10,1.0,0.004755778746171382,210.27050528896984
11,1.0,0.005343914031982376,187.12875881145874
12,1.0,0.00529747742872967,188.76909122382028
13,1.0,0.0052568912506103,190.22649553267908
14,1.0,0.005222320556640573,191.48575602629847
15,1.0,0.005198925733566231,192.34742930517774
16,1.0,0.005168704425587324,193.47208074997812
17,1.0,0.005141708585951012,194.48787952167456
18,1.0,0.005119587245740337,195.32824659488566
19,1.0,0.0050984382629394006,196.13849348123134
20,1.0,0.0050784860338483,196.90907749572656
21,1.0,0.005060932853005095,197.59203076686092
22,1.0,0.00504454322483223,198.23400364128264
23,1.0,0.005031516154607083,198.74725018707431
24,1.0,0.005016241073608344,199.35246040331705
25,1.0,0.005002507796654281,199.89973842095924
26,1.0,0.00499137242635086,200.3456994554681
27,1.0,0.004980700356619647,200.77497709151294
28,1.0,0.0049704189958243005,201.19028211507123
29,1.0,0.00496126015981033,201.56169355936984
30,1.0,0.004951507814468823,201.9586835908641
31,1.0,0.004942439496517128,202.32923452167435
32,1.0,0.004940155780676584,202.42276648673698
33,1.0,0.004931779468760717,202.76656860556767
34,1.0,0.004925230571201816,203.03617983837614
35,1.0,0.005119992627037844,195.3127812565908
36,1.0,0.005187949618777662,192.75437764093226
37,1.0,0.005222439765930123,191.48138510351947
38,1.0,0.005232963806543543,191.09629589823518
39,1.0,0.005234050750732371,191.0566113368457
40,1.0,0.005234311266643193,191.04710229456956
41,1.0,0.005229030336652431,191.24004559518187
42,1.0,0.005232067995293144,191.12901455019636
43,1.0,0.005226167765530621,191.34479505145936
44,1.0,0.005226998858981609,191.31437120589555
45,1.0,0.005223766617152948,191.43274830011816
46,1.0,0.0052179529311808595,191.64603690161937
47,1.0,0.005213052034377999,191.826207259279
48,1.0,0.005207378037121778,192.03522249994356
49,1.0,0.0052065372467040485,192.0662337781298
50,1.0,0.00520365378435915,192.17266202562206
51,1.0,0.00519983126566955,192.31393268512844
52,1.0,0.005195604180389929,192.4703971434849
53,1.0,0.005191838299786553,192.61000483029528
54,1.0,0.0051918896761807025,192.60809885614282
55,1.0,0.005188081945691739,192.74946125907186
56,1.0,0.0051896362973932126,192.6917307292433
57,1.0,0.005181826394179721,192.98215029419165
58,1.0,0.00517491971032089,193.23971307334378
59,1.0,0.005166812737782745,193.5429152845849
60,1.0,0.005159721999871876,193.8088912590313
61,1.0,0.005152375467361892,194.08523434182442
62,1.0,0.00514629152086041,194.31468193096254
63,1.0,0.005139730870723672,194.5627164441784
64,1.0,0.005243649849524813,190.70686043054943
65,1.0,0.005312254934599853,188.2439778043757
66,1.0,0.005335128129418164,187.4369229271083
67,1.0,0.005340435925651947,187.25063158171355
68,1.0,0.005338454592055117,187.32012846718533
69,1.0,0.005333341870989067,187.49969984852112
70,1.0,0.005327903049092846,187.69110300726373
71,1.0,0.005322893460591584,187.86774663133318
72,1.0,0.005322391039704574,187.88548089384773
73,1.0,0.005318264703492811,188.03125751586646
74,1.0,0.005316123962402295,188.10697550929785
75,1.0,0.005311633411206649,188.2660045571234
76,1.0,0.005311451949082364,188.27243653644754
77,1.0,0.005306858282822781,188.43540692179332
78,1.0,0.005302821533589375,188.57885253459017
79,1.0,0.005298927426338147,188.71743648149103
80,1.0,0.00529505882734129,188.85531447478016
81,1.0,0.0052924185264400835,188.94953129729984
82,1.0,0.005291602697717089,188.97866244406848
83,1.0,0.005287400313786049,189.12886118962098
84,1.0,0.005285010618321988,189.2143785923942
85,1.0,0.005281063013298519,189.3558167137654
86,1.0,0.005277655590539643,189.47807086777888
87,1.0,0.0052744366905905496,189.59370614571458
88,1.0,0.005273186758662828,189.6386465655124
89,1.0,0.005270653300815109,189.72980063882204
90,1.0,0.005269946632804403,189.7552422590378
91,1.0,0.005268055459727362,189.82336227184538
92,1.0,0.005269196725660705,189.7822480474213
93,1.0,0.005267455222758792,189.84499302041664
94,1.0,0.005264533193487821,189.95036468513308
95,1.0,0.005262042085329643,190.04028926107583
96,1.0,0.005258985401428804,190.15074651629797
97,1.0,0.005259127033000041,190.1456256380929
98,1.0,0.0052583386199642436,190.17413526837493
99,1.0,0.005255191326141309,190.28802910098094
100,1.0,0.00525239906688723,190.38918925721268
101,1.0,0.005249834528156306,190.48219417902126
102,1.0,0.0052475535753860715,190.56499102563774
103,1.0,0.005244672298431347,190.66968212658293
104,1.0,0.00524401210603255,190.69368639512308
105,1.0,0.005241252341360368,190.79409554634225
106,1.0,0.005240273252825822,190.8297433651478
107,1.0,0.005237555062329279,190.9287803373037
108,1.0,0.005236770034929979,190.9574018583711
109,1.0,0.005234321680935898,191.0467221841054
110,1.0,0.005231934624749212,191.13388674040132
111,1.0,0.005229368805885266,191.22766764405185
112,1.0,0.0052274011932642635,191.29964642632441
113,1.0,0.005226463602300227,191.33396424302822
114,1.0,0.005225670855978213,191.36299004672125
115,1.0,0.005223759289445499,191.43301683530478
116,1.0,0.005221607338668904,191.51191101530065
117,1.0,0.005219572681491609,191.58656484389212
118,1.0,0.005217371868486115,191.66738066730184
119,1.0,0.005215460062026929,191.73763926999789
120,1.0,0.005214911847075106,191.75779559166875
121,1.0,0.005212834623993372,191.83420770673416
122,1.0,0.005214698915559053,191.76562562726457
123,1.0,0.005213028000247045,191.8270916543341
124,1.0,0.005212388992309522,191.85060851663658
125,1.0,0.005210269065130277,191.9286676944382
126,1.0,0.005208285774771575,192.00175321482968
127,1.0,0.005206083878874729,192.08295971907108
128,1.0,0.005204174869744303,192.1534200961877
129,1.0,0.00520318838266221,192.18985100215616
130,1.0,0.00520265557383758,192.20953334459935
131,1.0,0.005200676845781681,192.28266428649755
132,1.0,0.005199041581691606,192.3431433057766
133,1.0,0.005197347100101251,192.40585258977964
134,1.0,0.005195859626487399,192.46093464538774
135,1.0,0.005195449380313599,192.4761318605398
136,1.0,0.005194610052735216,192.50723150498104
137,1.0,0.005193318145862475,192.55512023593272
138,1.0,0.005193094555422506,192.5634107616669
139,1.0,0.005191458974565728,192.6240782984616
140,1.0,0.005191239904850037,192.6322070119947
141,1.0,0.005189910740919466,192.6815411516761
142,1.0,0.005188903608522165,192.71893938396107
143,1.0,0.005187473363346473,192.77207417888184
144,1.0,0.005186077644085012,192.82395456237555
145,1.0,0.005185955191311721,192.8285075959291
146,1.0,0.005185780882024391,192.8349891269657
147,1.0,0.005184336288555198,192.88872178442074
148,1.0,0.005183163905303699,192.9323514112191
149,1.0,0.005181652704874624,192.98861906728195
150,1.0,0.005180257835135505,193.04058443141992
151,1.0,0.005178879750402299,193.09195196554222
152,1.0,0.005179671680225995,193.06242977090952
153,1.0,0.005179773677479086,193.0586280917749
154,1.0,0.005179555954471661,193.0667433251051
155,1.0,0.005178277309124236,193.11441630172615
156,1.0,0.005177944329134167,193.1268349822555
157,1.0,0.005176772045183735,193.17056870030828
158,1.0,0.005175425571465592,193.2208252618764
159,1.0,0.005174162983894297,193.26797457148461
160,1.0,0.005172612504189007,193.3259062398655
161,1.0,0.005172064274917364,193.34639842927658
162,1.0,0.005172611014243234,193.32596192646483
163,1.0,0.005171240829839889,193.37718603814508
164,1.0,0.005169891588615599,193.42765372528467
165,1.0,0.005168720900294243,193.4714640798408
166,1.0,0.0051674899940718656,193.51754936094662
167,1.0,0.005166584537142749,193.55146379798234
168,1.0,0.005166953837377735,193.53762999893704
169,1.0,0.005165802731233435,193.58075637573384
170,1.0,0.0051657721313119135,193.5819030689682
171,1.0,0.005164566428162281,193.62709608051887
172,1.0,0.005165202080169804,193.60326749638523
173,1.0,0.00516401762249821,193.64767378857772
174,1.0,0.0051629393441336,193.68811704833448
175,1.0,0.005162738940932484,193.69563548362993
176,1.0,0.00516177031953451,193.7319830399157
177,1.0,0.005163317316033817,193.67393843773024
178,1.0,0.005163832083760643,193.6546316339036
179,1.0,0.005163166258070153,193.67960472645558
180,1.0,0.005161953235858003,193.72511805287274
181,1.0,0.005161129511319623,193.75603689207074
182,1.0,0.005159828832240653,193.80487851682292
183,1.0,0.005158932312675094,193.83855794019203
184,1.0,0.0051588084246660705,193.8432129440298
185,1.0,0.0051579398493612465,193.87585532309743
186,1.0,0.005157514051957513,193.89186145221535
187,1.0,0.005156342019426011,193.93593292155535
188,1.0,0.005156260949593952,193.93898209879166
189,1.0,0.005155732757166761,193.95885068130096
190,1.0,0.005154913008525058,193.98969455861362
191,1.0,0.005153893182674994,194.0280802406883
192,0.9948186528497409,0.005153046988452604,194.05994205775477
193,0.9948453608247423,0.0053610260953607745,186.5314553990628
194,0.9897435897435898,0.005361830882537009,186.50345784998706
195,0.9846938775510204,0.005433271125871258,184.05118699826414
196,0.9796954314720813,0.00550389289855952,181.68958197964213
197,0.9797979797979798,0.005574137273460877,179.3999593015259
198,0.9798994974874372,0.005571879334186138,179.47265904782304
199,0.975,0.005569626092910716,179.54526629226464
200,0.9701492537313433,0.0056380964630278274,177.36482633058213
201,0.9653465346534653,0.0057064436449862435,175.2404934163528
202,0.9605911330049262,0.00577412802597567,173.18632276620284
203,0.9558823529411765,0.005841485425537657,171.18933407386854
204,0.9512195121951219,0.005907668136968794,169.2715258906024
205,0.9466019417475728,0.005974579783319219,167.37578813357868
