,road_empty %,average_latency,fps
0,1.0,0.0146498680114746,68.26000065097813
1,1.0,0.0146656036376953,68.18676030693204
2,1.0,0.015837589899698867,63.14092019891321
3,1.0,0.01558190584182735,64.17700184759467
4,1.0,0.01560254096984858,64.09212460537476
5,1.0,0.015697240829467718,63.705463327207504
6,1.0,0.015785660062517387,63.34863388921394
7,1.0,0.01584151387214655,63.125280075552425
8,1.0,0.015805880228678335,63.26759316988818
9,1.0,0.01566843986511225,63.82256361251548
10,1.0,0.015575994144786436,64.20135952187154
11,1.0,0.01549430688222244,64.53983437925582
12,1.0,0.015506432606623667,64.48936550195587
13,1.0,0.015440702438354435,64.76389296357512
14,1.0,0.015402666727701766,64.92382245741223
15,1.0,0.015342593193054144,65.17803003815008
16,1.0,0.015444685431087665,64.7471911591777
17,1.0,0.015385640992058596,64.99566709740314
18,1.0,0.015344230752242186,65.17107414158734
19,1.0,0.015505182743072457,64.49456395132066
20,1.0,0.015453395389375176,64.71069786304308
21,1.0,0.015411528674038917,64.88648992260732
22,1.0,0.01538870645605994,64.98271981828653
23,1.0,0.015372782945632879,65.05003053361143
24,1.0,0.01535314559936518,65.13323237430562
25,1.0,0.015335046328031045,65.21010622394355
26,1.0,0.015494691001044324,64.53823441413586
27,1.0,0.01541962793895171,64.85240785050901
28,1.0,0.015350621322105615,65.14394297252015
29,1.0,0.015267682075500432,65.49782704767402
30,1.0,0.015206536939067167,65.76119230874299
31,1.0,0.015146188437938638,66.02321132458442
32,1.0,0.015091325297500095,66.26323270399928
33,1.0,0.01503689148846789,66.50310676025833
34,1.0,0.01498526845659523,66.73220455786267
35,1.0,0.014936493502722794,66.95011783171924
36,1.0,0.014930164491808041,66.9784984987061
37,1.0,0.014878417316235942,67.21144989721176
38,1.0,0.014825380765474709,67.45189319715796
39,1.0,0.014788538217544505,67.61993547229987
40,1.0,0.01473725132825893,67.85525860460037
41,1.0,0.0146917445319039,68.065436192989
42,1.0,0.014663607575172556,68.19604213175572
43,1.0,0.014721604910763781,67.927376536837
44,1.0,0.014749426311916728,67.7992471606882
45,1.0,0.01479718477829638,67.58042255894107
46,1.0,0.014832587952309417,67.41911817514631
47,1.0,0.014904911319414724,67.09197918523861
48,1.0,0.014933732091164052,66.962497645962
49,1.0,0.014931845664977978,66.97095740451284
50,1.0,0.014975099002613693,66.77752179304217
51,1.0,0.01499297068669241,66.6979227063779
52,1.0,0.015016492807640173,66.59344580721368
53,1.0,0.015018295358728435,66.58545301673091
54,1.0,0.015078839388760609,66.31810142797696
55,1.0,0.015092692204884071,66.25723140874727
56,1.0,0.01507963214004244,66.31461501932803
57,1.0,0.01507107553810904,66.35226513671032
58,1.0,0.015067625853974892,66.36745627289362
59,1.0,0.015070700645446728,66.35391568885866
60,1.0,0.015069660593251665,66.35849519051605
61,1.0,0.015131969605722686,66.08525037096393
62,1.0,0.015126550008380176,66.10892764351392
63,1.0,0.01514016091823573,66.04949613154635
64,1.0,0.015157956343430692,65.9719540908554
65,1.0,0.015159628608009984,65.96467669871701
66,1.0,0.01515142597369289,66.00038846088015
67,1.0,0.015153502716737589,65.99134330147076
68,1.0,0.015234428903330882,65.64079338618058
69,1.0,0.01522356442042755,65.68763874104033
70,1.0,0.015209197998046832,65.74968648106365
71,1.0,0.015195591582192266,65.8085599755064
72,1.0,0.015184709470565957,65.85572163487225
73,1.0,0.01517187904667205,65.91141393388249
74,1.0,0.01515914599100744,65.96677679555367
75,1.0,0.01514579120435208,66.02494293679779
76,1.0,0.015132160929890375,66.08441481908325
77,1.0,0.015132479178599776,66.08302500849904
78,1.0,0.015118435968326571,66.14440819771438
79,1.0,0.015108698606491038,66.187037417662
80,1.0,0.015098183243362942,66.2331344030808
81,1.0,0.015086261237539847,66.28547552336249
