empty_road_detection_result,latency_stage1,latency_stage2,latency_whole
0,0.02498459815979004,0.030199289321899414,0.0551910400390625
0,0.014992237091064453,0.0011777877807617188,0.016176223754882812
0,0.015297412872314453,0.0011720657348632812,0.016474485397338867
0,0.014937877655029297,0.0011692047119140625,0.016112565994262695
0,0.015057563781738281,0.0011789798736572266,0.01624131202697754
0,0.015001773834228516,0.0011849403381347656,0.016191720962524414
0,0.014904260635375977,0.0011267662048339844,0.01603555679321289
0,0.014316558837890625,0.0011439323425292969,0.015465259552001953
0,0.014377355575561523,0.0012116432189941406,0.015595197677612305
0,0.014383316040039062,0.0020270347595214844,0.016414880752563477
0,0.014464139938354492,0.002002239227294922,0.016471147537231445
0,0.01433563232421875,0.0011332035064697266,0.015474557876586914
0,0.01597118377685547,0.0011200904846191406,0.017096281051635742
0,0.014216423034667969,0.0011374950408935547,0.015358924865722656
0,0.014467954635620117,0.001287221908569336,0.015759944915771484
0,0.014106273651123047,0.0002963542938232422,0.014407873153686523
0,0.014280319213867188,0.0009090900421142578,0.015197038650512695
0,0.015445709228515625,0.0011506080627441406,0.0166013240814209
0,0.014524221420288086,0.0010979175567626953,0.015626907348632812
0,0.01496124267578125,0.0010941028594970703,0.016062021255493164
0,0.01460576057434082,0.00032138824462890625,0.014932394027709961
0,0.014651775360107422,0.0011072158813476562,0.015763521194458008
0,0.014669418334960938,0.001085042953491211,0.01575922966003418
0,0.014521598815917969,0.0011065006256103516,0.01563239097595215
0,0.013955354690551758,0.00029730796813964844,0.014259099960327148
0,0.014283180236816406,0.0011565685272216797,0.015444040298461914
0,0.014111995697021484,0.0011034011840820312,0.015219926834106445
0,0.014499664306640625,0.001142740249633789,0.015647411346435547
0,0.014575958251953125,0.0011005401611328125,0.015681743621826172
0,0.013887882232666016,0.001165151596069336,0.015058517456054688
0,0.014589548110961914,0.0011320114135742188,0.015726089477539062
0,0.018810749053955078,0.0013132095336914062,0.020135164260864258
0,0.014446496963500977,0.001150369644165039,0.015604496002197266
0,0.014561891555786133,0.0011086463928222656,0.01567530632019043
0,0.014760732650756836,0.0011250972747802734,0.01589059829711914
0,0.0146026611328125,0.0010924339294433594,0.01569986343383789
0,0.014514923095703125,0.0003104209899902344,0.014830827713012695
0,0.014145612716674805,0.0003273487091064453,0.014478206634521484
0,0.016007423400878906,0.0011184215545654297,0.017132043838500977
0,0.014403343200683594,0.0011222362518310547,0.015531539916992188
