empty_road_detection_result,latency_stage1,latency_stage2,latency_whole
0,1.848855224609375,0.03462313461303711,1.8837125301361084
0,0.010254783630371094,0.0003649919927120209,0.01077723503112793
0,0.00837820816040039,0.0014511679410934449,0.009974479675292969
0,0.005139776229858398,0.00035011199116706846,0.00565338134765625
0,0.006141280174255371,0.0003656960129737854,0.006675243377685547
0,0.005353087902069092,0.0014304640293121339,0.006937980651855469
0,0.006563007831573486,0.0011845120191574096,0.007897138595581055
0,0.005652959823608398,0.0014879039525985717,0.00730133056640625
0,0.004987008094787597,0.0004234879910945892,0.0055310726165771484
0,0.003946176052093506,0.0017953920364379883,0.00587010383605957
0,0.004942304134368897,0.0013274879455566406,0.00640106201171875
0,0.004664383888244629,0.0013038079738616943,0.0060882568359375
0,0.00516480016708374,0.0015958720445632935,0.006885051727294922
0,0.0050886721611022945,0.0015101439952850341,0.006726264953613281
0,0.006422431945800782,0.00037856000661849976,0.0069580078125
0,0.006111167907714844,0.0003435840010643005,0.0065920352935791016
0,0.005344607830047607,0.00032681599259376526,0.0058269500732421875
0,0.003983520030975342,0.0002982720136642456,0.0044100284576416016
0,0.003988703966140747,0.0003059520125389099,0.004424571990966797
0,0.004682176113128662,0.0002911680042743683,0.005103111267089844
0,0.003973151922225952,0.00028758400678634646,0.004373311996459961
0,0.003856544017791748,0.00029699200391769407,0.004292488098144531
0,0.003939552068710327,0.0003098239898681641,0.004377841949462891
0,0.0038138558864593505,0.0003137600123882294,0.004248380661010742
0,0.003965280055999756,0.00030723199248313906,0.0043871402740478516
0,0.005929855823516845,0.0014629440307617188,0.007543802261352539
0,0.005933279991149902,0.0014348160028457642,0.007523298263549805
0,0.004074368000030517,0.0014769279956817628,0.0056667327880859375
0,0.005022975921630859,0.001559167981147766,0.006711483001708984
0,0.003864959955215454,0.0014552639722824096,0.005436897277832031
0,0.003906847953796387,0.001193824052810669,0.005239248275756836
0,0.005159103870391845,0.0007367039918899536,0.006051540374755859
0,0.006625599861145019,0.003310431957244873,0.010105133056640625
0,0.006596928119659424,0.001159327983856201,0.007932186126708984
0,0.005612607955932617,0.0011350079774856568,0.00690007209777832
0,0.005174111843109131,0.004870783805847168,0.010204792022705078
0,0.005972959995269775,0.0014678720235824585,0.007600545883178711
0,0.0058789758682250975,0.0014422080516815186,0.007462263107299805
0,0.005418367862701416,0.001425279974937439,0.0069806575775146484
0,0.005819424152374268,0.0014078719615936278,0.007355451583862305
0,0.0057916479110717775,0.0010951039791107177,0.007030963897705078
0,0.004946815967559815,0.0014438400268554689,0.006525754928588867
0,0.004920063972473144,0.0010977599620819092,0.006151437759399414
0,0.00494048023223877,0.0011138880252838134,0.0061838626861572266
0,0.004908127784729004,0.001108191967010498,0.006150484085083008
0,0.004561247825622558,0.0011149120330810546,0.005814552307128906
0,0.00495417594909668,0.00034118399024009706,0.005429506301879883
0,0.005014111995697021,0.0011016960144042969,0.006254434585571289
0,0.00517574405670166,0.0011133760213851928,0.006428956985473633
0,0.004945407867431641,0.0011694719791412354,0.0062465667724609375
0,0.0046655359268188475,0.0011082240343093872,0.005910158157348633
0,0.005830495834350586,0.0011246399879455567,0.007090091705322266
0,0.00517571210861206,0.001146432042121887,0.006455421447753906
0,0.005045760154724121,0.0010783360004425048,0.006263017654418945
0,0.0049572157859802245,0.0010984959602355958,0.006191253662109375
0,0.004940127849578858,0.0011305919885635377,0.0062024593353271484
0,0.004565728187561035,0.0011196160316467286,0.005824089050292969
0,0.003903199911117554,0.0013471360206604003,0.005360603332519531
0,0.0038742079734802246,0.0015137920379638672,0.005510807037353516
0,0.005185887813568115,0.0014291839599609374,0.006722450256347656
0,0.003985888004302979,0.001503008008003235,0.005597829818725586
0,0.004100800037384033,0.001313696026802063,0.005535602569580078
0,0.004270847797393799,0.0012798080444335939,0.005662441253662109
0,0.0038872640132904053,0.0013832000494003295,0.005387067794799805
0,0.003880064010620117,0.0013831360340118407,0.005377292633056641
0,0.004918303966522217,0.0014838399887084962,0.0065441131591796875
0,0.005509952068328858,0.0014317439794540405,0.007080078125
0,0.0055911998748779295,0.0014088640213012695,0.007134437561035156
0,0.005451968193054199,0.001427456021308899,0.006999015808105469
0,0.005554431915283203,0.0013900159597396852,0.007081270217895508
0,0.005517888069152832,0.001462015986442566,0.0071163177490234375
0,0.00555788803100586,0.001440127968788147,0.0071353912353515625
0,0.005476352214813233,0.0025186879634857178,0.008133888244628906
0,0.00400105619430542,0.0002985599935054779,0.004413127899169922
0,0.0039864320755004885,0.00140774405002594,0.005524873733520508
0,0.005482111930847168,0.00030112001299858093,0.005896329879760742
0,0.004929920196533203,0.00027990400791168214,0.005330085754394531
0,0.004958720207214356,0.0002802560031414032,0.005356788635253906
0,0.004841760158538818,0.0013845440149307252,0.006373405456542969
0,0.005285600185394287,0.0013157119750976563,0.006730556488037109
0,0.004885312080383301,0.0003458879888057709,0.00535130500793457
0,0.0056239042282104496,0.0014998400211334228,0.007291555404663086
0,0.004600255966186523,0.0010840959548950196,0.005850553512573242
0,0.006202015876770019,0.0014227199554443359,0.0077588558197021484
0,0.0039033920764923098,0.00027779200673103333,0.004303693771362305
0,0.0051975998878479,0.0012581759691238403,0.0065729618072509766
0,0.005044576168060303,0.0013025920391082763,0.006477832794189453
0,0.0051494078636169435,0.0002964800000190735,0.005579710006713867
0,0.005493504047393799,0.001672927975654602,0.00733637809753418
0,0.005149727821350098,0.0010196800231933594,0.0063152313232421875
0,0.004691808223724365,0.0010987520217895508,0.0059032440185546875
0,0.004675007820129394,0.0011382080316543579,0.0059320926666259766
0,0.004667391777038574,0.0010894399881362915,0.005873918533325195
0,0.004727551937103272,0.0011066240072250366,0.005964040756225586
0,0.004687359809875488,0.0011000640392303466,0.005908966064453125
0,0.004692671775817871,0.0011323200464248657,0.005957126617431641
0,0.0046806402206420895,0.001109760046005249,0.005906105041503906
0,0.004803232192993164,0.001086176037788391,0.006009817123413086
0,0.004682144165039062,0.0010911680459976196,0.00589299201965332
0,0.0046704959869384765,0.0010815680027008057,0.005873918533325195
0,0.004708799839019775,0.0010893440246582031,0.005927324295043945
0,0.00467958402633667,0.0011188160181045531,0.005914926528930664
0,0.004700096130371094,0.0010798720121383667,0.005898475646972656
0,0.005775135993957519,0.0011612479686737062,0.007090568542480469
0,0.005054656028747558,0.00033167999982833865,0.0055201053619384766
0,0.005110879898071289,0.0011489280462265014,0.006400346755981445
0,0.00538105583190918,0.0011622719764709472,0.0066776275634765625
0,0.0054930558204650875,0.001125440001487732,0.006745100021362305
0,0.005435647964477539,0.0011231039762496949,0.006722688674926758
0,0.005406943798065186,0.001152959942817688,0.006703376770019531
0,0.005480832099914551,0.0011554559469223022,0.006766080856323242
0,0.004904384136199951,0.001130911946296692,0.006172895431518555
0,0.005419519901275635,0.0011285760402679444,0.006681203842163086
0,0.005344672203063965,0.001117759943008423,0.0065898895263671875
0,0.005384928226470948,0.0011312960386276245,0.0066525936126708984
0,0.0052386560440063476,0.0011483520269393922,0.006531476974487305
0,0.005007359981536865,0.0013583359718322755,0.006485462188720703
0,0.005615327835083008,0.0017152320146560669,0.007468700408935547
0,0.004977824211120606,0.0011519999504089355,0.006281614303588867
0,0.006308671951293946,0.0013104319572448731,0.0078012943267822266
0,0.005145055770874023,0.00036607998609542846,0.005666971206665039
0,0.005044479846954345,0.0011045119762420653,0.006304502487182617
0,0.005118783950805664,0.0011486079692840576,0.006411314010620117
0,0.005111167907714844,0.0011426880359649658,0.0064046382904052734
0,0.004746975898742675,0.001259711980819702,0.006150007247924805
0,0.007435647964477539,0.0012292159795761108,0.00883936882019043
0,0.006413568019866944,0.0011472640037536621,0.007694721221923828
0,0.005548128128051758,0.0011431039571762084,0.006823062896728516
0,0.0046930241584777835,0.0010932799577713012,0.0059051513671875
0,0.003975775957107544,0.001115615963935852,0.005212306976318359
0,0.003906944036483765,0.0010977280139923096,0.005118608474731445
0,0.005814015865325928,0.0011653120517730712,0.007146358489990234
0,0.004797215938568115,0.0011482559442520142,0.0060808658599853516
0,0.004981728076934815,0.0011198079586029052,0.006223917007446289
0,0.003977855920791626,0.0010937600135803222,0.005196809768676758
0,0.003848383903503418,0.0011009600162506105,0.005062580108642578
0,0.003995680093765259,0.0002869440019130707,0.004410982131958008
0,0.003937727928161621,0.00032998400926589964,0.004393577575683594
0,0.003892832040786743,0.001109279990196228,0.0051174163818359375
0,0.003899775981903076,0.001151136040687561,0.005167722702026367
0,0.003910304069519043,0.001125056028366089,0.005152702331542969
0,0.003901792049407959,0.0011091200113296509,0.005127668380737305
0,0.004672319889068604,0.0010941439867019653,0.0058803558349609375
0,0.004720640182495117,0.0011027519702911377,0.00595402717590332
0,0.004676064014434814,0.0015791679620742799,0.006369113922119141
0,0.004676544189453125,0.0010867520570755004,0.0058825016021728516
0,0.004701536178588867,0.0011070719957351684,0.005919456481933594
0,0.004687295913696289,0.0011172800064086915,0.005918264389038086
0,0.00475657606124878,0.0010915839672088624,0.0059833526611328125
0,0.004725632190704346,0.0010721280574798584,0.005929470062255859
0,0.006724287986755371,0.0012348480224609376,0.00818014144897461
0,0.008165823936462402,0.001258944034576416,0.009635448455810547
0,0.0061437439918518065,0.0012489919662475586,0.00755620002746582
0,0.0059723520278930665,0.0013418560028076172,0.007481813430786133
0,0.005566239833831787,0.0011527040004730225,0.006886720657348633
