latency_od,latency_whole
0.21941709518432617,0.21943092346191406
0.15117859840393066,0.15118837356567383
0.13802266120910645,0.1380324363708496
0.13838624954223633,0.13839364051818848
0.16962885856628418,0.16964030265808105
0.132981538772583,0.13298797607421875
0.13339447975158691,0.13340210914611816
0.13013434410095215,0.1301407814025879
0.1331496238708496,0.13315939903259277
0.13208293914794922,0.13208961486816406
0.13178324699401855,0.1317892074584961
0.13076496124267578,0.13077116012573242
0.130082368850708,0.13008999824523926
0.1311039924621582,0.13111066818237305
0.13187599182128906,0.13188552856445312
0.1711101531982422,0.17111921310424805
0.1734621524810791,0.17347240447998047
0.15423178672790527,0.15424013137817383
0.17016839981079102,0.17017793655395508
0.12963223457336426,0.1296389102935791
0.13192391395568848,0.13193297386169434
0.16505861282348633,0.16506695747375488
0.15269017219543457,0.15269970893859863
0.1498723030090332,0.14988064765930176
0.1710987091064453,0.17110872268676758
0.17387628555297852,0.17388439178466797
0.17130160331726074,0.1713101863861084
0.13141536712646484,0.1314246654510498
0.16912317276000977,0.16913247108459473
0.12985682487487793,0.12986516952514648
0.13666248321533203,0.13666987419128418
0.1289680004119873,0.12897443771362305
0.13367915153503418,0.13368725776672363
0.13280916213989258,0.13281536102294922
0.13181066513061523,0.13181662559509277
0.13289475440979004,0.13290095329284668
0.1340031623840332,0.13401055335998535
0.1319894790649414,0.13199567794799805
0.13226318359375,0.13227081298828125
0.1313319206237793,0.13133931159973145
0.132293701171875,0.13230228424072266
0.13133907318115234,0.13134527206420898
0.13045024871826172,0.13045692443847656
0.13039207458496094,0.13039875030517578
0.131575345993042,0.13158321380615234
0.13387775421142578,0.13388681411743164
0.13596224784851074,0.1359710693359375
0.14503931999206543,0.14504718780517578
0.16191482543945312,0.1619243621826172
0.16136908531188965,0.1613786220550537
0.16132783889770508,0.16133666038513184
0.16480183601379395,0.1648101806640625
0.16376614570617676,0.163773775100708
0.16328024864196777,0.16328859329223633
0.14595961570739746,0.1459660530090332
0.1601853370666504,0.16019320487976074
0.1584761142730713,0.15848350524902344
0.16088223457336426,0.16089129447937012
0.12932848930358887,0.1293346881866455
0.14564728736877441,0.14565730094909668
0.16122817993164062,0.16123747825622559
0.16182637214660645,0.1618349552154541
0.16100597381591797,0.16101455688476562
0.16524624824523926,0.1652545928955078
0.14353108406066895,0.1435401439666748
0.16133332252502441,0.16134142875671387
0.12824249267578125,0.12824773788452148
0.13132214546203613,0.13132905960083008
0.1598343849182129,0.15984177589416504
0.16063380241394043,0.16064238548278809
0.164198637008667,0.16420722007751465
0.15998601913452148,0.15999436378479004
0.1415243148803711,0.14153409004211426
0.16371893882751465,0.1637251377105713
0.16171956062316895,0.1617274284362793
0.12419295310974121,0.12420105934143066
0.16203784942626953,0.1620502471923828
0.13782405853271484,0.1378333568572998
0.13479256629943848,0.13479876518249512
0.1626267433166504,0.16263461112976074
0.16006803512573242,0.16007614135742188
0.16124916076660156,0.16125798225402832
0.16031098365783691,0.16031813621520996
0.16036033630371094,0.1603682041168213
0.1604328155517578,0.16044139862060547
0.16097640991210938,0.16098380088806152
0.16074037551879883,0.16074848175048828
0.16096997261047363,0.16097807884216309
0.16141533851623535,0.1614229679107666
0.1626720428466797,0.16268038749694824
0.16203069686889648,0.16203832626342773
0.16263699531555176,0.16264605522155762
0.16254258155822754,0.1625533103942871
0.16259264945983887,0.16260194778442383
0.16247153282165527,0.16248059272766113
0.16251730918884277,0.16252493858337402
0.16224956512451172,0.16225862503051758
0.16276025772094727,0.16276812553405762
0.16203689575195312,0.16204404830932617
0.16297054290771484,0.1629788875579834
0.1623225212097168,0.16233086585998535
0.16357994079589844,0.1635878086090088
0.16248703002929688,0.16249442100524902
0.16195154190063477,0.16196012496948242
0.16166210174560547,0.16167092323303223
0.1624460220336914,0.16245508193969727
0.16225528717041016,0.1622631549835205
0.16324162483215332,0.16324973106384277
0.16215181350708008,0.16216349601745605
0.16212868690490723,0.1621379852294922
0.13754701614379883,0.13755583763122559
0.1634354591369629,0.16344499588012695
0.16267728805541992,0.16268634796142578
0.1631941795349121,0.16320300102233887
0.16245269775390625,0.16246247291564941
0.16258835792541504,0.16259765625
0.12680912017822266,0.1268177032470703
0.13759112358093262,0.1376020908355713
0.16455388069152832,0.16456341743469238
0.16189956665039062,0.16190719604492188
0.1611194610595703,0.16112709045410156
0.16158819198608398,0.16159582138061523
0.13854050636291504,0.1385498046875
0.1635897159576416,0.16359925270080566
0.16129851341247559,0.16130661964416504
0.16262507438659668,0.16263270378112793
0.16123533248901367,0.16124343872070312
0.1642286777496338,0.16423749923706055
0.1606767177581787,0.160689115524292
0.16185283660888672,0.16186118125915527
0.12437105178833008,0.12437963485717773
0.14612317085266113,0.14613056182861328
0.16154932975769043,0.1615581512451172
0.16257572174072266,0.16258454322814941
0.1362602710723877,0.13626670837402344
0.1639552116394043,0.16396164894104004
0.16332006454467773,0.1633291244506836
0.1396944522857666,0.13970208168029785
0.16088271141052246,0.1608898639678955
0.1384749412536621,0.13848114013671875
0.13084101676940918,0.13084697723388672
0.16853666305541992,0.16854500770568848
0.14556384086608887,0.14557194709777832
0.16128110885620117,0.16128969192504883
0.14046955108642578,0.14047789573669434
0.16112613677978516,0.1611344814300537
0.16393828392028809,0.16394615173339844
0.16313576698303223,0.16314363479614258
0.13995623588562012,0.13997101783752441
0.16339325904846191,0.16340231895446777
0.16205906867980957,0.16206693649291992
0.16330528259277344,0.1633131504058838
0.13695406913757324,0.1369626522064209
0.14486908912658691,0.14487743377685547
0.1296067237854004,0.12961244583129883
0.14442014694213867,0.14442849159240723
0.14467692375183105,0.14468646049499512
0.13785028457641602,0.13785815238952637
0.14482808113098145,0.1448352336883545
0.14528727531433105,0.1452944278717041
0.14029765129089355,0.1403062343597412
0.14584779739379883,0.14585471153259277
0.13878273963928223,0.13878941535949707
0.16176557540893555,0.1617741584777832
0.1303093433380127,0.13031554222106934
0.13271427154541016,0.13272380828857422
0.13759565353393555,0.1376025676727295
0.16162467002868652,0.16163277626037598
0.1458730697631836,0.14588022232055664
0.13771915435791016,0.13772845268249512
0.12792205810546875,0.12792754173278809
0.17316102981567383,0.17316937446594238
0.1631166934967041,0.1631300449371338
0.16364145278930664,0.163649320602417
0.16229701042175293,0.16230463981628418
0.16372156143188477,0.16373014450073242
0.16317033767700195,0.1631789207458496
0.16379809379577637,0.16380548477172852
0.1624457836151123,0.16245412826538086
0.16338610649108887,0.16339492797851562
0.16324687004089355,0.16325592994689941
0.16399312019348145,0.1640019416809082
0.16293954849243164,0.1629481315612793
0.14013671875,0.14014506340026855
0.13683223724365234,0.1368398666381836
0.1654672622680664,0.16547679901123047
0.16304421424865723,0.16305279731750488
0.16374921798706055,0.16375732421875
0.12903332710266113,0.12903881072998047
0.14330458641052246,0.14331507682800293
0.16199326515197754,0.1620023250579834
0.12809419631958008,0.12810349464416504
0.1606614589691162,0.16067004203796387
0.16164731979370117,0.16165518760681152
0.13109135627746582,0.13110089302062988
0.16049599647521973,0.16050457954406738
0.16178178787231445,0.1617903709411621
0.12584519386291504,0.1258540153503418
0.15989112854003906,0.15989947319030762
0.1604170799255371,0.16042685508728027
0.15968680381774902,0.1597001552581787
0.1604139804840088,0.16042351722717285
0.15943479537963867,0.15944433212280273
0.1604173183441162,0.16042661666870117
